,search_rank,product_name,old_price,discount,new_price,rating,number_of_ratings,official_store,brand_name,source
320,321,TUT Rise & Shine Pretty Girl T-Shirt Women Round Cotton - Black,329.0,0,329.0,5.0,1,Non,Not a brand,Jumia
321,322,Activ Printed Round Collar Short Sleeves Kids T-Shirt - Black,399.0,38,249.0,,0,official_store,activ,Jumia
322,323,Kady Full Sleeves Rounded Neck T-Shirt - Dark Heather Grey,333.0,52,159.0,4.0,81,Non,Not a brand,Jumia
323,324,TUT BTS Love Myself Women Round T-Shirt Short Slim Fit - Black,329.0,0,329.0,,0,Non,Not a brand,Jumia
324,325,Black Round Neck Sleeveless Harajuku Women's T-shirt Cotton Crop Top Women's Shirt Girls Lady Tee Tops Streetwear Camiseta Mujer(#Red),950.0,20,760.0,,0,Non,Not a brand,Jumia
325,326,TUT Women T-Shirt Round Neck Short Sleeve Slim Fit Basic - Black,239.0,0,239.0,5.0,1,Non,Not a brand,Jumia
326,327,TUT Black Blink Women Round T-Shirt Cotton Short Sleeve Slim Fit,339.0,0,339.0,,0,Non,Not a brand,Jumia
327,328,TUT Women T-Shirt Round Neck Short Sleeve Slim Fit Basic - Black,239.0,0,239.0,5.0,3,Non,Not a brand,Jumia
328,329,Kady Short Sleeved Round Neck Boys T-Shirt - Dark Grey & Heather Grey,198.0,50,99.0,,0,official_store,kady,Jumia
329,330,New Spring Autumn Round Neck Long Sleeve Black Split Joint Loose Big Size Personality T-shirt Women Tide JR574(#black),2008.0,20,1608.0,,0,Non,Not a brand,Jumia
330,331,TUT Enigma Women Round Cotton Tshirt Short Sleeve Slim Fit Black,329.0,0,329.0,,0,Non,Not a brand,Jumia
331,332,Kady Short Sleeved Round Neck Boys T-Shirt - Grey & Dark Grey,198.0,50,99.0,,0,official_store,kady,Jumia
332,333,BTS TUT Women Round Cotton T-Shirt Short Sleeve Slim Fit Printed Black,359.0,0,359.0,,0,Non,Not a brand,Jumia
333,334,TUT Happiness Is Me T-Shirt Women Round Short Sleeve Print Black,329.0,0,329.0,,0,Non,Not a brand,Jumia
334,335,Summer Women's Cartoon Print Sequined Short Sleeve Round Neck Loose Hip Hop Sexy Long T-shirt Tops(#Black),1959.0,20,1567.0,,0,Non,Not a brand,Jumia
335,336,TUT Basic Women Round Neck Cotton T-Shirt Long Sleeve Slim Fit - Black,239.0,0,239.0,2.7,3,Non,Not a brand,Jumia
336,337,Kady Kids Short Sleeves Round T-shirt - Dark Olive,279.0,70,83.0,5.0,2,official_store,kady,Jumia
337,338,"Activ ""New Limits"" Printed Patterned Short Sleeves Round Collar Kids T-Shirt - Black & Creamy",399.0,38,249.0,,0,official_store,activ,Jumia
338,339,Fashion (Sky Blue)Women Chiffon Blouses Off Shoulder Ruffles Half Sleeve  Round Neck Bowknot Striped Shirt Tops for Daily Wear Black Plus Size CHA,1520.0,42,880.0,,0,Non,Not a brand,Jumia
339,340,Happiness TUT Women Round T-Shirt Short Sleeve Printed - Blue Black,209.0,0,209.0,4.0,1,Non,Not a brand,Jumia
340,341,Fashion (black)Summer Blouse Women White Lace Short Sleeve Plus Size Korean Crochet Round Neck Hollow Out Tops Shirt Camisas Femininas Qz* CHA,1800.0,42,1040.0,,0,Non,Not a brand,Jumia
341,342,Happiness TUT Women Round T-Shirt Short Sleeve Printed - Black,339.0,0,339.0,,0,Non,Not a brand,Jumia
342,343,Black Round Neck Sleeveless Harajuku Women's T-shirt Cotton Crop Top Women's Shirt Girls Lady Tee Tops Streetwear Camiseta Mujer(#Orange),950.0,20,760.0,,0,Non,Not a brand,Jumia
343,344,Fashion (black)Boring Honey Summer Clothes For Women Stripe Contrast Color Round Collar Short Tops All-Match Base Shirt Crop Top T-Shirt WEF,1606.0,42,930.0,,0,Non,Not a brand,Jumia
344,345,Andora Dark Red Printed Cat Slip On Rounded Neck Girls T-Shirt,224.0,33,149.0,,0,official_store,andora,Jumia
345,346,Fashion (Pink)Women Chiffon Blouses Off Shoulder Ruffles Half Sleeve  Round Neck Bowknot Striped Shirt Tops for Daily Wear Black Plus Size CHA,1520.0,42,880.0,,0,Non,Not a brand,Jumia
346,347,TUT Queen Women T-shirt Round Cotton Short Sleeve Unisex Black,339.0,0,339.0,,0,Non,Not a brand,Jumia
347,348,Basic Black T Shirt Women Round Neck Cotton Short Slim Fit,239.2,0,239.2,,0,Non,Not a brand,Jumia
348,349,"Ted Marchel ""Believer"" Round Collar Short Sleeves Boys T-Shirt - Black",175.0,0,175.0,,0,Non,Not a brand,Jumia
349,350,TUT The King Is Woman Round T-Shirt Short Sleeve Printed - Black,329.0,0,329.0,,0,Non,Not a brand,Jumia
350,351,Fashion (dark Blue 200G)200g Cotton T-shirt Basic 100% Cotton Solid Color Summer Round Neck Bottoming Shirt Korean Men  Women Short Sleeves SMA,1737.0,42,1000.0,,0,Non,Not a brand,Jumia
351,352,Fashion (Dark Green-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
352,353,TUT Save The Drama For Your Mama T-Shirt Women Round Slim Black,329.0,0,329.0,,0,Non,Not a brand,Jumia
353,354,Fashion (Jingya Black V-neck)Spring Summer Women Mulberry Silk T-shirt Round Neck Solid Color Loose Mercerized Cotton Woman T-shirt Simple Casual Tops 2021 SMA,2029.0,42,1170.0,,0,Non,Not a brand,Jumia
354,355,TUT Beauty In Our Women Tshirt Round Cotton Short Slim Fit Black,399.0,0,399.0,,0,Non,Not a brand,Jumia
355,356,Fashion New Fashion Summer Women's Casual Round Neck Tshirt Lace Hollow Stitching Short Sleeve Shirt Heart Print Top Lady Streewear Black,1247.0,42,723.0,,0,Non,Not a brand,Jumia
356,357,TUT Harmony Women Round Cotton Tshirt Short Sleeve SlimFit Black,379.0,0,379.0,,0,Non,Not a brand,Jumia
357,358,TUT Women T-Shirt Round Neck Short Sleeve Slim Fit Printed Black,329.0,0,329.0,,0,Non,Not a brand,Jumia
358,359,TUT Be Happy Women Round Cotton T-Shirt Short Slim Fit - Black,379.0,0,379.0,,0,Non,Not a brand,Jumia
359,360,Loose Pleated T-shirt Round Collar Batwing Half Sleeve Pleated Women's Big Size Tops YE112(#black),2798.0,20,2240.0,,0,Non,Not a brand,Jumia
360,361,Fashion Men Solid Color Casual Sport T Shirt Sleeveless Round Neck Vest Slim Fitness Tank Top Undershirt Men's Clothing-Black,1250.0,42,725.0,,0,Non,Not a brand,Jumia
361,362,Fashion Summer Men's Sports Cotton Sleeveless T-shirt Round Neck Loose  Sports Tank Tops Singlet Men 8XL 9XL-black,1597.0,42,927.0,,0,Non,Not a brand,Jumia
362,363,Black Friday Deal 4in1 Value Men's Short Sleeve Round Neck T-Shirt,1383.04,41,818.56,,0,Non,Not a brand,Jumia
363,364,Black Friday Deal 4in1 Men's Solid Color Long Sleeve Round Neck T-Shirt,1239.04,41,733.12,,0,Non,Not a brand,Jumia
364,365,Men's Round Neck T-shirt Shoulder Color Matching - Black,711.04,23,546.88,,0,Non,Not a brand,Jumia
365,366,"Fashion (Black T-shirt)2021NEW Summer Sleeveless Round Neck Heavy Industry Irregular Camisole, Herringbone Cotton Fashion All-match Double-shoulder Top WAR",3458.0,42,2000.0,,0,Non,Not a brand,Jumia
366,367,"Fashion (Black)Small Fashion, Solid Color, Round Neck, Pullover, Herringbone Waist, Irregular Waistcoat, T-shirt, Ladies' Summer New Style, Top WAR",3363.0,42,1950.0,,0,Non,Not a brand,Jumia
367,368,2 Pieces Men's Long Sleeve T-Shirt Loose Round Collar Student Hole Top-Black/White,1498.24,34,985.28,,0,Non,Not a brand,Jumia
368,369,Black Friday Deal 4in1 Men's Solid Color Long Sleeve Round Neck T-Shirt,1239.04,41,733.12,,0,Non,Not a brand,Jumia
369,370,2 Piece Men's Round Neck Short Sleeve Shirt & Shorts -Black,1902.08,39,1164.16,,0,Non,Not a brand,Jumia
370,371,Black Friday Deal 4in1 Men's Solid Color Long Sleeve Round Neck T-Shirt,1239.04,41,733.12,,0,Non,Not a brand,Jumia
371,372,Black Friday Deal 4in1 Value Men's Short Sleeve Round Neck T-Shirt,1383.04,41,818.56,,0,Non,Not a brand,Jumia
372,373,Fashion (black-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
373,374,Fashion (Dark Gray-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
374,375,Fashion (B31-Black)Striped Short Sleeve Women's Breathable Summer T-shirt Women's Short Knitted Round Neck Top Woman Tshirts Tops Mujer Camisetas SMA,1698.0,42,980.0,,0,Non,Not a brand,Jumia
375,376,Fashion (B31-Black)Striped Short Sleeve Women's Breathable Summer T-shirt Women's Short Knitted Round Neck Top Woman Tshirts Tops Mujer Camisetas RA,1643.0,42,950.0,,0,Non,Not a brand,Jumia
376,377,Fashion (black-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
377,378,Fashion (B30-Black)Striped Short Sleeve Women's Breathable Summer T-shirt Women's Short Knitted Round Neck Top Woman Tshirts Tops Mujer Camisetas RA,1643.0,42,950.0,,0,Non,Not a brand,Jumia
378,379,Fashion (Black Crew Neck)Spring Summer Women Mulberry Silk T-shirt Round Neck Solid Color Loose Mercerized Cotton Woman T-shirt Simple Casual Tops 2021 RA,1974.0,42,1140.0,,0,Non,Not a brand,Jumia
379,380,Fashion (Dark Gray-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
380,381,Fashion (Black)Women's Knitted Plush Long Sleeve Round Neck T-shirt Fashion Heart-Shaped Hollow Out Solid Color Versatile Cropped Top SMA,1794.0,42,1040.0,,0,Non,Not a brand,Jumia
381,382,Fashion (dark Grey 200G)200g Cotton T-shirt Basic 100% Cotton Solid Color Summer Round Neck Bottoming Shirt Korean Men  Women Short Sleeves RA,1682.0,42,970.0,,0,Non,Not a brand,Jumia
382,383,Fashion (Dark Blue-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
383,384,Fashion (black  200G)200g Cotton T-shirt Basic 100% Cotton Solid Color Summer Round Neck Bottoming Shirt Korean Men  Women Short Sleeves SMA,1737.0,42,1000.0,,0,Non,Not a brand,Jumia
384,385,Fashion (Dark Green-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
385,386,Fashion (Dark Blue-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
386,387,Fashion (dark Grey 200G)200g Cotton T-shirt Basic 100% Cotton Solid Color Summer Round Neck Bottoming Shirt Korean Men  Women Short Sleeves SMA,1737.0,42,1000.0,,0,Non,Not a brand,Jumia
387,388,Fashion (Dark Gray-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
388,389,Fashion (Black)Women's Knitted Plush Long Sleeve Round Neck T-shirt Fashion Heart-Shaped Hollow Out Solid Color Versatile Cropped Top RA,1739.0,42,1000.0,,0,Non,Not a brand,Jumia
389,390,Fashion (Dark Green-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
390,391,Fashion (Dark Blue-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
391,392,Fashion (Dark Blue-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
392,393,Fashion (Black)2023 Spring New Mesh T-Shirt Gauze Fashion Round Neck Hollowed Out Hot Drill Long-Sleeved Tops Women's Blusas RA,1681.0,42,970.0,,0,Non,Not a brand,Jumia
393,394,Fashion (Black)Sexy Hollow Out Women T Shirt Casual Round Neck Long Sleeve Skinny Cropped Tops 2023 Autumn Solid Elegant Basic Tees SMA,1636.0,43,940.0,,0,Non,Not a brand,Jumia
394,395,Fashion (Black) Hollow Out Women T Shirt Casual Round Neck Long Sleeve Skinny Cropped Tops 2023 Autumn Solid Elegant Basic Tees RA,1581.0,42,910.0,,0,Non,Not a brand,Jumia
395,396,Fashion (B30-Black)Striped Short Sleeve Women's Breathable Summer T-shirt Women's Short Knitted Round Neck Top Woman Tshirts Tops Mujer Camisetas SMA,1698.0,42,980.0,,0,Non,Not a brand,Jumia
396,397,Fashion (Black)New Women Summer Crop Tops Skinny Slim Fit Short Sleeves Round Neck Pullover T-shirts SCI88 RA,1453.0,42,840.0,,0,Non,Not a brand,Jumia
397,398,Fashion (Black Crew Neck)Spring Summer Women Mulberry Silk T-shirt Round Neck Solid Color Loose Mercerized Cotton Woman T-shirt Simple Casual Tops 2021 SMA,2029.0,42,1170.0,,0,Non,Not a brand,Jumia
398,399,Fashion (black-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
399,400,Fashion (Dark Green-V)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL RA,1732.0,42,1000.0,,0,Non,Not a brand,Jumia
400,401,Fashion (Black)New Women Summer Crop Tops Skinny Slim Fit Short Sleeves Round Neck Pullover T-shirts SCI88 SMA,1508.0,42,870.0,,0,Non,Not a brand,Jumia
401,402,Fashion (Black)2022 New Summer Sleeveless Loose Irregular Tank Top Women Casual Solid Round Neck Miyak Pleated T-shirt Female Clothes Tee SMA,1984.0,42,1150.0,,0,Non,Not a brand,Jumia
402,403,Fashion (Jingya Black V-neck)Spring Summer Women Mulberry Silk T-shirt Round Neck Solid Color Loose Mercerized Cotton Woman T-shirt Simple Casual Tops 2021 RA,1974.0,42,1140.0,,0,Non,Not a brand,Jumia
403,404,Fashion (dark Blue 200G)200g Cotton T-shirt Basic 100% Cotton Solid Color Summer Round Neck Bottoming Shirt Korean Men  Women Short Sleeves RA,1682.0,42,970.0,,0,Non,Not a brand,Jumia
404,405,Fashion (Black)2023 Spring New Mesh T-Shirt Gauze Fashion Round Neck Hollowed Out Hot Drill Long-Sleeved Tops Women's Blusas SMA,1736.0,42,1000.0,,0,Non,Not a brand,Jumia
405,406,Fashion (Dark Gray-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
406,407,Fashion (black-O)80 Double-sided Mercerized Cotton Short-sleeved T-shirts Women's Tops Round Neck Solid Color Half-sleeved Women's T-shirts S-4XL SMA,1787.0,42,1030.0,,0,Non,Not a brand,Jumia
407,408,Fashion (Black)2022 New Summer Sleeveless Loose Irregular Tank Top Women Casual Solid Round Neck Miyak Pleated T-shirt Female Clothes Tee RA,1929.0,42,1110.0,,0,Non,Not a brand,Jumia
408,409,Fashion (black  200G)200g Cotton T-shirt Basic 100% Cotton Solid Color Summer Round Neck Bottoming Shirt Korean Men  Women Short Sleeves RA,1682.0,42,970.0,,0,Non,Not a brand,Jumia
409,410,Fashion (Black)2023 Autumn Fashion Sreetwear  Bling Diamonds Rhinestone Round Neck Long Sleeve Bright  Hollow Out Lady T-Shirt Women's Tops RA,2227.0,42,1290.0,,0,Non,Not a brand,Jumia
410,411,Fashion (Black)Women Chiffon Blouses Off Shoulder Ruffles Half Sleeve  Round Neck Bowknot Striped Shirt Tops for Daily Wear Black Plus Size CHA,1520.0,42,880.0,,0,Non,Not a brand,Jumia
411,412,Fashion (Navy Blue)Women Chiffon Blouses Off Shoulder Ruffles Half Sleeve  Round Neck Bowknot Striped Shirt Tops for Daily Wear Black Plus Size CHA,1520.0,42,880.0,,0,Non,Not a brand,Jumia
412,413,Fashion (SZE Black)Summer Blouse 2022 Casual Slim Short-sleeved Round Neck Pleated Splicing Shirt Women Blouse  White Pullover Shirts Blusas CHA,1520.0,42,880.0,,0,Non,Not a brand,Jumia
413,414,Fashion (Black)Vintage Women Blouse Top Crochet Long Sleeve Round Neck Lace Stitching Hollow Office Lady Fall Shirt For Work CHA,1800.0,42,1040.0,,0,Non,Not a brand,Jumia
414,415,New Spring Summer Round Neck Short Sleeve Black Hollow Out Split Joint Big Size T-shirt Women Tide JW045(#black),2231.0,20,1785.0,,0,Non,Not a brand,Jumia
415,416,Fashion Women Long Sleeve Slim Bandage Bodysuit Leotard Tops Blo Round Neck Basic Pure Color Shirt Jumpsuit Rompers-black,1587.0,42,921.0,,0,Non,Not a brand,Jumia
416,417,T-Shirt Ice Cotton Tops Women Spring Autumn Casual Tees Shirt Ladies Round Neck Slim Winter Bottoming Tops Plus Size(#Black),1555.0,20,1244.0,,0,Non,Not a brand,Jumia
417,418,Women Slim Fit Loose Loose T-Shirt Ladies Autumn Casual Hollow Long Sleeve Crop Round Neck Tops T Shirts Evening Stretch Sports(#Black),1159.0,20,927.0,,0,Non,Not a brand,Jumia
418,419,Summer Casual Solid Female Cotton T-Shirt Short Sleeve Round Neck T-Shirt High Waist Slim T-shirts For Women Camiseta Mujer(#Black),993.0,20,794.0,,0,Non,Not a brand,Jumia
419,420,T Shirt Women Female T-shirt Long Sleeves Slim Fit Round Neck Mixed Color Casual Tops Women Shirt Mujer T-shirts Woman(#Black),1082.0,20,866.0,,0,Non,Not a brand,Jumia
420,421,Black Round Neck Sleeveless Harajuku Women's T-shirt Cotton Crop Top Women's Shirt Girls Lady Tee Tops Streetwear Camiseta Mujer(#Black),950.0,20,760.0,,0,Non,Not a brand,Jumia
421,422,Beauty In Our Women Round Cotton T-Shirt Short Sleeve Slim Fit - Black,359.0,0,359.0,,0,Non,Not a brand,Jumia
422,423,Andora Boys 2 Chest Tape Round T-shirt - Black & Grey,375.0,74,99.0,,0,Non,Not a brand,Jumia
423,424,Fashion Femme Navel T-shirt Round Neck Short Loose Tee Shirt Summer Streetwear Black,1087.0,42,630.0,,0,Non,Not a brand,Jumia
424,425,Fashion Sleeve Round Neck T-Shirt High Waist Slim T-shirts For Women Camiseta Mujer Black,1087.0,42,630.0,,0,Non,Not a brand,Jumia
425,426,Fashion Round Neck T-Shirt High Waist Slim T-shirts For Women Camiseta Mujer Dark Green,1087.0,42,630.0,,0,Non,Not a brand,Jumia
426,427,Fashion Maternity Printed Round Neck T-Shirt Short Sleeve Top - Black,1099.0,33,739.0,,0,Non,Not a brand,Jumia
427,428,Fashion Maternity Printed Round Neck Short Sleeve T-Shirt - Black,1199.0,30,839.0,,0,Non,Not a brand,Jumia
428,429,TUT Dream Women Round Cotton T-Shirt Short Slim Fit Print Black,339.0,0,339.0,,0,Non,Not a brand,Jumia
429,430,Fashion 2022 Women's Short Sleeved T Shirt Slim Solid Black Round,1045.0,23,804.0,,0,Non,Not a brand,Jumia
430,431,Fashion 2022 Women's Short Sleeved T Shirt Slim Solid Black Round,1045.0,23,804.0,,0,Non,Not a brand,Jumia
431,432,Fashion 2022 Women's Short Sleeved T Shirt Slim Solid Black Round,1045.0,23,804.0,,0,Non,Not a brand,Jumia
432,433,Fashion 2022 Women's Short Sleeved T Shirt Slim Solid Black Round,1045.0,23,804.0,,0,Non,Not a brand,Jumia
433,434,Fashion Maternity Printed Round Neck Short Sleeve T-Shirt - Black,999.0,33,669.0,,0,Non,Not a brand,Jumia
434,435,Fashion Maternity Printed Round Neck T-Shirt Short Sleeve Top - Black,899.0,34,589.0,,0,Non,Not a brand,Jumia
435,436,Fashion Maternity Printed Round Neck Short Sleeve T-Shirt - Black,1199.0,30,839.0,,0,Non,Not a brand,Jumia
436,437,Fashion Maternity Printed Round Neck T-Shirt Short Sleeve Top - Black,1099.0,33,739.0,,0,Non,Not a brand,Jumia
437,438,Kady Pineapple Round Sleeveless Slip On T-shirt- Multicolour Dark Mint Green,279.0,75,71.0,3.4,9,official_store,kady,Jumia
438,439,Fashion Wings Reflective Round Neck Short-sleeved Loose Printed Cotton T-shirt-Black,1744.0,44,969.0,,0,Non,Not a brand,Jumia
439,440,Men's Plus Size Round Neck Long Sleeve T-shirt-Black,1268.48,44,714.88,,0,Non,Not a brand,Jumia
440,441,Men's Plus Size Round Neck Long Sleeve T-shirt-Black,1343.36,44,757.12,,0,Non,Not a brand,Jumia
441,442,Fashion (blackish Green)Fashion Round Neck T Shirt Women Summer Sexy Sleeveless High Waist Crop Top Cotton Bottom Tops T Shirt Female Streetwear S-L WAR,1570.0,42,910.0,,0,Non,Not a brand,Jumia
442,443,Men's Plus Size Round Neck Long Sleeve T-shirt-Black,1343.36,44,757.12,,0,Non,Not a brand,Jumia
443,444,Cottonil Cottovega Black Round Neck Short Sleeves Undershirt,110.0,15,93.5,4.5,49,official_store,cottonil,Jumia
444,445,Mesery Basic Round Neck Full Sleeves - Black,299.0,67,99.99,4.5,37,official_store,mesery,Jumia
445,446,M Sou Round Neck Plain Sleeveless Feminine Black Top,139.99,50,70.0,5.0,1,Non,Not a brand,Jumia
446,447,Cottonil Cottovega Basic Round Neck Black Undershirt,130.0,15,110.5,4.4,70,official_store,cottonil,Jumia
447,448,Round Neck Cotton Plain Black Gathered Sides Tee,150.0,33,100.0,,0,Non,Not a brand,Jumia
448,449,Striped Long Sleeve Round Neck Black Sweatshirt.,450.0,0,450.0,4.1,58,Non,Not a brand,Jumia
449,450,Carina Women Black Viscose Round Neck Top,179.99,0,179.99,5.0,2,official_store,carina,Jumia
450,451,Carina Woman Black Viscose Long Sleeves Round Neck Top,199.99,0,199.99,5.0,2,official_store,carina,Jumia
451,452,Round Neck Blouse Long Sleeves - Black,499.0,39,304.0,,0,Non,Not a brand,Jumia
452,453,Kady Wide Round Collar Tunic With Sided Sleeves Slits - Black,449.0,56,199.0,2.7,3,official_store,kady,Jumia
453,454,Kady Striped Cap Sleeves Round Neck Top - Dark Mint Green,279.0,73,75.0,,0,official_store,kady,Jumia
454,455,"Andora Slip On Lightweight Blouse With Round Neck - Black, Orange & Blue",299.0,33,199.0,5.0,2,official_store,andora,Jumia
455,456,Women Long Sleeves Cotton Round Neck Undershirt - DARK BLUE,258.0,64,99.0,,0,Non,Not a brand,Jumia
456,457,Fashion Girls Fleece Sweatshirt Round Neck Winter Top Black,966.0,22,756.0,,0,Non,Not a brand,Jumia
457,458,Women Long Sleeves Cotton Round Neck Undershirt - BLACK,258.0,63,99.0,,0,Non,Not a brand,Jumia
458,459,ST ESLA - Dark Blue Patterned Round Neck Tunic Top,489.0,52,235.0,,0,Non,Not a brand,Jumia
459,460,Hanzo Essential Rib Round Neck Crop Top - Black,375.0,33,250.0,,0,Non,Not a brand,Jumia
460,461,Izor Rounded Stylish Women Top With Floral Pocket - Dark Grey,450.0,68,144.0,4.4,10,official_store,izor,Jumia
461,462,"Andora Sleeveless Boys Round Neck Printed Tank Top - Heather Grey, White & Black",149.0,34,99.0,,0,Non,Not a brand,Jumia
462,463,Andora Slip On Black Round Neck Boys Tee,179.0,34,119.0,,0,official_store,andora,Jumia
463,464,Kady Floral Round Neck Slip On Casual Blouse - Dark Red,369.0,54,169.0,,0,official_store,kady,Jumia
464,465,Masters Men Basic Round Neck Half Sleeves Dirby Cotton Stretch - Black,180.0,0,180.0,,0,Non,Not a brand,Jumia
465,466,Hanzo Round Neck Zebra Print Crop Top - White & Black,690.0,49,350.0,,0,Non,Not a brand,Jumia
466,467,Kady Self Patterned Round Neck Top - Multicolour Black & Turquoise,700.0,66,238.0,4.5,4,official_store,kady,Jumia
467,468,Kady Set Of 2 Cotton Round Neck Top & Solid Skirt - Dark Orange,1120.0,48,579.0,,0,official_store,kady,Jumia
468,469,Stylish Round Neck Pullover For Men - Black,330.0,0,330.0,,0,Non,Not a brand,Jumia
469,470,Fashion Men Leisure Solid Color Jumpsuit Tank Tops Sexy Fitness Sleeveless Romper Vests Man Round Neck Bodysuit Comfy Tops Black SFH,1186.0,42,688.0,,0,Non,Not a brand,Jumia
470,471,Fashion (Black)zjaiss 2021 Summer Women Tank Tops Camis Satin Top Women Camisole Style Sexy Sleeveless Vest White Round Neck Loose Tops Vest WAR,1706.0,42,990.0,,0,Non,Not a brand,Jumia
471,472,Fashion (black)Spring Summer Women Korean  Blouse Splice Print Round Neck Casual Loose Shirts Women Loose Blouses DM0070 CHA,1960.0,43,1120.0,,0,Non,Not a brand,Jumia
472,473,Fashion Man Round Neck Bodysuit Tops Mens Leisure Solid Color Jumpsuit Tank Tops Sexy Fitness Sleeveless Romper Vests Plus Size Black SFH,1174.0,42,681.0,,0,Non,Not a brand,Jumia
473,474,2 Piece Set Men's Round Neck Short Sleeve Shorts Set -Black,1860.8,41,1101.44,,0,Non,Not a brand,Jumia
474,475,Fashion Men's Breathable Cotton Vest Round Neck Slim Tank Top Sports Fitness Clothing Solid White Black Gray Tees Elastic Vest Plus Size-white,1358.0,42,787.0,,0,Non,Not a brand,Jumia
475,476,Fashion Men Graphic Tank Top Round Neck 3D Print Sleeveless Daily Texture Tops Men White And Black Clothing Stripe Hip Hop Vest For Men-green,1487.0,42,863.0,,0,Non,Not a brand,Jumia
476,477,Fashion Men Tank Tops Round Neck Sleeveless Hollow Out Breathable Vests Skinny Streetwear Solid Color Casual Men Tops S-5XL INCERUN-Black,1522.0,42,883.0,,0,Non,Not a brand,Jumia
